Alabama,Total for selected values,"1,000,184","955,684","921,007","891,594","856,972","783,954","823,420","830,538","915,653","881,351","816,280","768,350","717,625","676,183","682,671","680,023","672,021","621,171","561,844","548,333","545,491","587,234","541,861","481,947","468,425","446,131","417,655","393,550","393,171","397,550","363,089","322,959","280,888","250,052","198,664","170,808","143,198","144,058","146,547","143,199","144,217","127,746","126,587","120,257","127,034","113,723","107,747"
Texas,229337,"39,235","34,340","36,839","37,981","38,590","36,666","60,353","61,219","59,901","53,357",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,229407,-,882,"1,018","1,010",980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,229814,"4,840","4,356","4,579","3,821","4,307","5,215","5,415","6,937","5,959","7,643",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,229887,-,-,-,-,"2,077","2,141","2,958","2,831","2,138",598,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,416801,"863,091","844,194","822,644","804,360","795,320","766,764","705,711","685,814","676,000","623,791",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,483036,381,"1,019",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,485537,"14,723","14,030","15,092","11,138","11,634",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,492689,"10,579",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Texas,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"4,350,491","4,104,237","3,818,411","3,746,177","3,631,282","3,500,543","3,441,885","3,127,922","2,822,215","2,609,833","2,396,195","2,254,616","2,192,938","2,124,963","2,101,853","2,134,036","2,063,344","1,935,079","1,877,689","1,792,625","1,679,417","1,531,645","1,439,411","1,316,547","1,178,388","1,069,785","1,017,962","944,062","915,343","832,288","812,475","745,643","693,575","654,673","591,593","561,239","549,313"
Texas,No match or exact match for IPEDS UnitID,-,"11,401","15,266","16,417","18,026","22,456",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utah,Total for selected values,"823,151","737,727","566,026","541,000","699,891","669,171","677,089","622,244","639,209","585,106","536,738","458,058","455,509","469,286","465,960","489,555","472,035","443,613","423,772","394,558","357,719","330,947","320,642","284,114","281,369","279,459","282,479","315,979","306,074","293,817","268,561","247,263","211,895","202,831","184,552","179,018","173,929","166,821","162,017","155,627","147,786","146,028","133,918","129,526","125,634","145,091","143,652"
Utah,230038,"35,238","37,006","40,210","39,934","37,338","36,700","35,931","33,843","37,854","34,332",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utah,230603,-,-,-,-,-,-,-,-,246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utah,230728,"252,756","199,217","173,522","170,473",-,-,-,"157,355","177,507","155,206",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utah,230764,"535,157","501,504","352,294","330,593","495,214","468,885","485,537","430,056","422,262","394,545",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utah,230782,-,-,-,-,-,-,-,990,"1,339","1,023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utah,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"536,738","458,058","455,509","469,286","465,960","489,555","472,035","443,613","423,772","394,558","357,719","330,947","320,642","284,114","281,369","279,459","282,479","315,979","306,074","293,817","268,561","247,263","211,895","202,831","184,552","179,018","173,929","166,821","162,017","155,627","147,786","146,028","133,918","129,526","125,634","145,091","143,652"
Utah,No match or exact match for IPEDS UnitID,-,-,-,-,"167,340","163,585","155,621",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vermont,Total for selected values,"123,491","119,559","113,020","113,566","114,195","110,483","119,021","120,226","139,936","138,166","132,117","125,421","127,233","138,322","134,964","137,081","130,218","111,273","96,356","82,946","84,838","77,820","80,979","74,370","76,306","74,663","73,457","74,694","71,772","71,965","70,647","63,307","56,235","54,245","51,439","42,911","37,610","38,545","40,536","37,802","36,190","38,089","39,256","38,636","35,476","28,821","29,015"
Vermont,230913,-,-,-,-,-,-,-,-,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vermont,230959,"1,475","1,721","1,893","1,720","1,526","1,399","2,141","3,031","2,454","2,385",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vermont,230995,-,-,813,"1,179","1,894","1,791","1,794","1,498","1,613",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vermont,231059,"1,068","1,346","1,311","1,533","1,462","1,486","1,592",-,748,670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vermont,231174,"120,948","116,492","109,003","109,134","109,312","105,807","113,494","115,697","134,895","135,111",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vermont,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"132,117","125,421","127,233","138,322","134,964","137,081","130,218","111,273","96,356","82,946","84,838","77,820","80,979","74,370","76,306","74,663","73,457","74,694","71,772","71,965","70,647","63,307","56,235","54,245","51,439","42,911","37,610","38,545","40,536","37,802","36,190","38,089","39,256","38,636","35,476","28,821","29,015"
Virginia,Total for selected values,"1,614,950","1,529,352","1,436,803","1,380,983","1,346,687","1,332,059","1,395,021","1,379,440","1,417,079","1,247,775","1,212,582","1,190,712","1,120,350","1,123,237","1,106,933","1,050,466","991,671","855,833","765,642","709,458","661,740","660,453","622,105","572,619","629,935","628,341","596,253","560,409","532,698","530,272","460,878","405,154","371,609","348,059","317,756","260,998","242,527","216,950","215,005","205,444","192,037","175,318","175,054","161,989","150,174","144,773","139,531"
Virginia,231624,"57,719","59,265","59,405","59,496","58,741","56,920","56,941","55,805","60,049","59,786",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,231651,-,-,-,-,-,-,-,-,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,231712,"1,746","1,573","1,171","1,106","1,153","1,454","1,167","1,327","1,701","1,155",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,231970,"24,094","27,250","26,560","30,727","40,363","42,358","43,421","37,745","37,270","46,218",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232043,-,-,-,-,-,-,-,-,218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232089,-,-,-,-,-,-,-,-,179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232186,"165,824","135,420","104,128","102,798","101,547","95,178","94,259","90,198","89,779","87,524",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232265,"12,112","13,097","15,268","13,428","14,214","10,773","12,423","15,356","12,652","15,040",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232423,"7,768","3,806","3,009","3,118","3,542","4,464","5,734","8,891","7,443","7,323",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232557,"1,585",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232566,-,352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232681,"1,171","1,128",-,-,658,-,-,907,"1,400",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232937,"7,166","6,278","6,759","7,168","5,104","6,690","6,320","8,336","7,277","6,185",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,232982,"60,025","54,773","62,984","66,129","62,117","64,658","97,428","104,579","104,152","101,109",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,233277,-,-,-,-,-,-,-,-,799,708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,233374,"2,478","2,528","2,877","2,876","2,929","3,470","3,293","4,282","4,142","4,216",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,233426,-,-,-,-,-,-,-,-,460,902,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,233718,-,-,-,-,-,-,-,-,346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,233897,-,-,-,-,-,-,-,-,342,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,233921,"482,486","482,735","483,959","492,543","481,237","494,936","487,611","454,417","458,690","414,282",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,234030,"227,590","223,545","218,127","213,338","208,920","194,693","192,634","201,366","211,741","205,710",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,234076,"546,556","501,009","435,100","375,192","356,162","345,849","379,173","383,359","405,731","287,490",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,234085,-,-,-,-,-,-,-,-,381,883,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,234155,"10,200","9,691","9,935","7,691","7,451","8,077","9,371","10,296","8,726","7,768",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,234207,-,-,-,-,412,-,340,-,464,977,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,438513,-,-,-,-,-,-,-,-,477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,442806,"6,432","6,902","7,521","5,373","2,135","2,540","4,906","2,576","2,500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Virginia,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"1,212,582","1,190,712","1,120,350","1,123,237","1,106,933","1,050,466","991,671","855,833","765,642","709,458","661,740","660,453","622,105","572,619","629,935","628,341","596,253","560,409","532,698","530,272","460,878","405,154","371,609","348,059","317,756","260,998","242,527","216,950","215,005","205,444","192,037","175,318","175,054","161,989","150,174","144,773","139,531"
Washington,Total for selected values,"1,628,751","1,642,558","1,612,736","1,553,641","1,477,812","1,482,630","1,534,640","1,475,365","1,531,097","1,413,019","1,193,933","1,171,993","1,106,981","1,147,938","1,047,372","1,076,194","1,066,491","967,512","887,032","824,823","772,182","721,595","694,116","702,506","687,842","648,451","631,113","601,125","539,417","498,312","457,925","415,823","419,665","423,709","389,135","355,866","340,210","346,614","343,983","345,390","330,935","313,338","296,035","276,889","278,990","265,697","277,314"
Washington,234827,"2,869","2,784","3,518","2,597","2,463","2,049","2,085","2,753","2,913","5,368",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,235097,"1,802","2,352","1,853","3,179","2,837","1,801","2,079","2,700","3,985","3,398",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,235167,-,-,-,-,-,-,-,819,"1,045",939,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,235316,-,-,-,905,"1,093","1,068","1,191","1,765","1,854","1,300",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,235547,-,-,-,785,"1,345","3,720","2,681","2,844","2,162","1,636",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,236230,-,-,-,-,-,-,-,-,480,442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,236328,-,-,836,-,-,-,-,-,540,480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,236577,-,-,923,959,"1,051","1,085","1,464","1,481","1,664",712,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,236595,"1,979","2,302","1,503","1,935","2,717","2,596",-,642,"1,298","1,391",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,236939,"328,797","327,361","330,623","315,366","317,910","314,829","335,199","335,930","326,657","316,669",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,236948,"1,269,137","1,283,849","1,248,951","1,206,102","1,126,613","1,134,588","1,171,945","1,109,008","1,170,561","1,064,128",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,237011,"10,668","11,872","12,056","10,141","9,468","8,263","8,016","7,597","9,680","10,999",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,237057,964,-,-,-,-,-,-,849,"1,164","1,472",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,377555,"7,077","7,352","9,467","7,935","7,307","7,282","4,623","4,285","2,912",655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,377564,"3,090","2,730","3,007","3,735","3,453","2,834","2,165","1,845","1,385",907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,380377,"2,367","1,956",-,-,"1,556","2,516","3,191","2,847","2,797","2,524",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Washington,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"1,193,933","1,171,993","1,106,981","1,147,938","1,047,372","1,076,194","1,066,491","967,512","887,032","824,823","772,182","721,595","694,116","702,506","687,842","648,451","631,113","601,125","539,417","498,312","457,925","415,823","419,665","423,709","389,135","355,866","340,210","346,614","343,983","345,390","330,935","313,338","296,035","276,889","278,990","265,697","277,314"
West Virginia,Total for selected values,"189,590","192,223","194,778","188,007","190,065","188,730","193,103","202,118","214,944","202,719","196,006","194,735","187,030","170,879","171,184","163,764","159,376","124,402","102,620","96,730","86,086","85,212","85,831","75,546","74,457","84,667","80,212","79,371","77,464","75,661","64,276","51,505","46,811","43,634","41,018","38,151","38,464","44,405","43,002","41,684","39,868","30,935","34,932","37,792","25,217","25,394","27,985"
West Virginia,237118,-,-,-,-,-,-,-,-,204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237215,-,-,-,-,-,-,-,-,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237330,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237525,"17,468","18,206","16,997","19,528","19,025","19,659","19,279","18,998","27,236","25,493",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237792,-,-,-,-,-,-,-,-,309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237880,-,-,-,-,-,-,-,-,538,618,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237899,"5,189","5,934","5,841","4,931","7,028","6,965","4,414","5,087","4,256","3,923",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237932,-,-,-,-,-,352,"1,036","1,505","1,905","1,712",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,237969,-,-,-,-,-,-,-,-,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,238032,"166,932","168,083","171,940","162,815","162,370","158,617","164,261","169,303","169,612","161,196",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,238078,-,-,-,733,"1,642","3,138","4,114","7,225","10,013","9,778",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
West Virginia,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"196,006","194,735","187,030","170,879","171,184","163,764","159,376","124,402","102,620","96,730","86,086","85,212","85,831","75,546","74,457","84,667","80,212","79,371","77,464","75,661","64,276","51,505","46,811","43,634","41,018","38,151","38,464","44,405","43,002","41,684","39,868","30,935","34,932","37,792","25,217","25,394","27,985"
West Virginia,No match or exact match for IPEDS UnitID,-,-,-,-,-,-,-,-,231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,Total for selected values,"1,471,110","1,399,790","1,393,026","1,377,068","1,309,462","1,362,457","1,394,944","1,483,983","1,470,608","1,389,671","1,346,754","1,265,452","1,246,281","1,250,165","1,246,656","1,221,196","1,154,615","995,096","914,012","847,983","782,203","711,976","679,671","676,334","671,212","676,220","657,663","636,000","601,542","581,779","560,452","550,797","531,243","484,096","447,508","409,569","387,137","375,935","373,875","378,982","364,824","341,625","341,001","340,678","363,376","357,104","381,255"
Wisconsin,238193,-,-,-,-,-,-,-,-,754,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,238476,-,-,-,-,-,-,-,-,247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,239017,-,-,-,-,-,-,-,-,246,816,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,239105,"33,631","29,484","27,823","26,830","23,682","22,794","20,496","18,606","20,257","14,889",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,239169,"217,890","208,332","194,184","188,725","190,176","192,625","197,766","209,040","219,488","199,578",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,239318,"3,584","2,935","3,126","3,710","4,317","4,253","4,301","4,635","4,558","4,104",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240189,-,-,-,-,-,-,-,-,806,747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240268,"1,362","1,114","1,520","1,169",-,883,"1,214","1,362","1,433","2,029",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240277,"1,854","1,320","1,399","1,509","1,260","1,253","1,257","1,259","1,263","1,268",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240329,"2,397","3,241","2,952","3,031","3,450","3,302","3,731","3,583","3,936","4,309",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240365,"1,525","1,477","1,425",-,"1,625","1,866","2,130","2,331","2,430","1,619",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240374,-,-,-,-,-,-,-,-,466,563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240417,-,-,-,-,-,-,-,-,483,404,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240426,"2,003","2,786",-,-,-,"2,922",-,"6,041","6,306","6,128",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240444,"1,154,945","1,094,633","1,105,543","1,092,825","1,020,221","1,069,218","1,104,123","1,169,779","1,132,963","1,070,948",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240453,"47,871","50,641","50,192","56,462","60,516","58,596","55,611","61,771","66,907","74,062",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240462,965,-,989,-,926,965,-,-,729,709,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240471,-,838,993,-,-,-,-,-,562,459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,240480,"3,084","2,988","2,881","2,806","3,289","3,780","4,316","5,576","6,289","7,040",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,413617,-,-,-,-,-,-,-,-,486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"1,346,754","1,265,452","1,246,281","1,250,165","1,246,656","1,221,196","1,154,615","995,096","914,012","847,983","782,203","711,976","679,671","676,334","671,212","676,220","657,663","636,000","601,542","581,779","560,452","550,797","531,243","484,096","447,508","409,569","387,137","375,935","373,875","378,982","364,824","341,625","341,001","340,678","363,376","357,104","381,255"
